一,親譲
送別会,らしくするがいいです
らしくするがいいです,、
、,あの
あの,様
様,をご
をご,覧
覧,なさい
なさい,。
。,気狂会
気狂会,（
（,きちがいかい
きちがいかい,）
）,です
です,。
。,さあ
さあ,行
行,きましょうと
きましょうと,、
、,進
進,まないのを
まないのを,無理
無理,に
に,勧
勧,めて
めて,、
、,座敷
座敷,を
を,出
出,かかるところへ
かかるところへ,、
、,野
野,だが
だが,箒
箒,を
を,振
振,り
り,振
振,り
り,進行
進行,して
して,来
来,て
て,、
、,やご
やご,主人
主人,が
が,先
先,へ
へ,帰
帰,るとはひどい
るとはひどい,。
。,日清談判
日清談判,だ
だ,。
。,帰
帰,せないと
せないと,箒
箒,を
を,横
横,にして
にして,行
行,く
く,手
手,を
を,塞
塞,（
（,ふさ
ふさ,）
）,いだ
いだ,。
。,おれはさっきから
おれはさっきから,肝癪
肝癪,（
（,かんしゃく
かんしゃく,）
）,が
が,起
起,っているところだから
っているところだから,、
、,日清談判
日清談判,なら
なら,貴様
貴様,はちゃんちゃんだろうと
はちゃんちゃんだろうと,、
、,いきなり
いきなり,拳骨
拳骨,（
（,げんこつ
げんこつ,）
）,で
で,、
、,野
野,だの
だの,頭
頭,をぽかりと
をぽかりと,喰
喰,（
（,く
く,）
）,わしてやった
わしてやった,。
。,野
野,だは
だは,二三秒
二三秒,の
の,間毒気
間毒気,を
を,抜
抜,かれた
かれた,体
体,（
（,てい
てい,）
）,で
で,、
、,ぼんやりしていたが
ぼんやりしていたが,、
、,おやこれはひどい
おやこれはひどい,。
。,お
お,撲
撲,（
（,ぶ
ぶ,）
）,ちになったのは
ちになったのは,情
情,ない
ない,。
。,この
この,吉川
吉川,をご
をご,打擲
打擲,（
（,ちょうちゃく
ちょうちゃく,）
）,とは
とは,恐
恐,れ
れ,入
入,った
った,。
。,いよいよもって
いよいよもって,日清談判
日清談判,だ
だ,。
。,とわからぬ
とわからぬ,事
事,をならべているところへ
をならべているところへ,、
、,うしろから
うしろから,山嵐
山嵐,が
が,何
何,か
か,騒動
騒動,（
（,そうどう
そうどう,）
）,が
が,始
始,まったと
まったと,見
見,てとって
てとって,、
、,剣舞
剣舞,をやめて
をやめて,、
、,飛
飛,んできたが
んできたが,、
、,このていたらくを
このていたらくを,見
見,て
て,、
、,いきなり
いきなり,頸筋
頸筋,（
（,くびすじ
くびすじ,）
）,をうんと
をうんと,攫
攫,（
（,つか
つか,）
）,んで
んで,引
引,き
き,戻
戻,（
（,もど
もど,）
）,した
した,。
。,日清
日清,……
……,いたい
いたい,。
。,いたい
いたい,。
。,どうもこれは
どうもこれは,乱暴
乱暴,だと
だと,振
振,りもがくところを
りもがくところを,横
横,に
に,捩
捩,（
（,ねじ
ねじ,）
）,ったら
ったら,、
、,すとんと
すとんと,倒
倒,（
（,たお
たお,）
）,れた
れた,。
。,あとはどうなったか
あとはどうなったか,知
知,らない
らない,。
。,途中
途中,（
（,とちゅう
とちゅう,）
）,でうらなり
でうらなり,君
君,に
に,別
別,れて
れて,、
、,うちへ
うちへ,帰
帰,ったら
ったら,十一時過
十一時過,ぎだった
ぎだった,。
。,十祝勝会
十祝勝会,で
で,学校
学校,はお
はお,休
休,みだ
みだ,。
。,練兵場
練兵場,（
（,れんぺいば
れんぺいば,）
）,で
で,式
式,があるというので
があるというので,、
、,狸
狸,（
（,たぬき
たぬき,）
）,は
は,生徒
生徒,を
を,引率
引率,して
して,参列
参列,しなくてはならない
しなくてはならない,。
。,おれも
おれも,職員
職員,の
の,一人
一人,（
（,ひとり
ひとり,）
）,としていっしょにくっついて
としていっしょにくっついて,行
行,くんだ
くんだ,。
。,町
町,へ
へ,出
出,ると
ると,日
日,の
の,丸
丸,だらけで
だらけで,、
、,まぼしいくらいである
まぼしいくらいである,。
。,学校
学校,の
の,生徒
生徒,は
は,八百人
八百人,もあるのだから
もあるのだから,、
、,体操
体操,の
の,教師
教師,が
が,隊伍
隊伍,（
（,たいご
たいご,）
）,を
を,整
整,えて
えて,、
、,一組一組
一組一組,の
の,間
間,を
を,少
少,しずつ
しずつ,明
明,けて
けて,、
、,それへ
それへ,職員
職員,が
が,一人
一人,か
か,二人
二人,（
（,ふたり
ふたり,）
）,ずつ
ずつ,監督
監督,（
（,かんとく
かんとく,）
）,として
として,割
割,り
り,込
込,（
（,こ
こ,）
）,む
む,仕掛
仕掛,（
（,しか
しか,）
）,けである
けである,。
。,仕掛
仕掛,（
（,しかけ
しかけ,）
）,だけはすこぶる
だけはすこぶる,巧妙
巧妙,（
（,こうみょう
こうみょう,）
）,なものだが
なものだが,、
、,実際
実際,はすこぶる
はすこぶる,不手際
不手際,である
である,。
。,生徒
生徒,は
は,小供
小供,（
（,こども
こども,）
）,の
の,上
上,に
に,、
、,生意気
生意気,で
で,、
、,規律
規律,を
を,破
破,らなくっては
らなくっては,生徒
生徒,の
の,体面
体面,にかかわると
にかかわると,思
思,ってる
ってる,奴等
奴等,（
（,やつら
やつら,）
）,だから
だから,、
、,職員
職員,が
が,幾人
幾人,（
（,いくたり
いくたり,）
）,ついて
ついて,行
行,ったって
ったって,何
何,の
の,役
役,に
に,立
立,つもんか
つもんか,。
。,命令
命令,も
も,下
下,さないのに
さないのに,勝手
勝手,な
な,軍歌
軍歌,をうたったり
をうたったり,、
、,軍歌
軍歌,をやめると
をやめると,ワ
ワ,ー
ー,と
と,訳
訳,もないのに
もないのに,鬨
鬨,（
（,とき
とき,）
）,の
の,声
声,を
を,揚
揚,（
（,あ
あ,）
）,げたり
げたり,、
、,まるで
まるで,浪人
浪人,（
（,ろうにん
ろうにん,）
）,が
が,町内
町内,をねりあるいてるようなものだ
をねりあるいてるようなものだ,。
。,軍歌
軍歌,も
も,鬨
鬨,の
の,声
声,も
も,揚
揚,げない
げない,時
時,はがやがや
はがやがや,何
何,か
か,喋舌
喋舌,（
（,しゃべ
しゃべ,）
）,ってる
ってる,。
。,喋舌
喋舌,らないでも
らないでも,歩
歩,けそうなもんだが
けそうなもんだが,、
、,日本人
日本人,はみな
はみな,口
口,から
から,先
先,へ
へ,生
生,れるのだから
れるのだから,、
、,いくら
いくら,小言
小言,を
を,云
云,（
（,い
い,）
）,ったって
ったって,聞
聞,きっこない
きっこない,。
。,喋舌
喋舌,るのもただ
るのもただ,喋舌
喋舌,るのではない
るのではない,、
、,教師
教師,のわる
のわる,口
口,を
を,喋舌
喋舌,るんだから
るんだから,、
、,下等
下等,だ
だ,。
。,おれは
おれは,宿直事件
宿直事件,で
で,生徒
生徒,を
を,謝罪
謝罪,さして
さして,、
、,まあこれならよかろうと
まあこれならよかろうと,思
思,っていた
っていた,。
。,ところが
ところが,実際
実際,は
は,大違
大違,（
（,おおちが
おおちが,）
）,いである
いである,。
。,下宿
下宿,の
の,婆
婆,（
（,ばあ
ばあ,）
）,さんの
さんの,言葉
言葉,を
を,借
借,りて
りて,云
云,えば
えば,、
、,正
正,に
に,大違
大違,いの
いの,勘五郎
勘五郎,（
（,かんごろう
かんごろう,）
）,である
である,。
。,生徒
生徒,があやまったのは
があやまったのは,心
心,（
（,しん
しん,）
）,から
から,後悔
後悔,（
（,こうかい
こうかい,）
）,してあやまったのではない
してあやまったのではない,。
。,ただ
ただ,校長
校長,から
から,、
、,命令
命令,されて
されて,、
、,形式的
形式的,に
に,頭
頭,を
を,下
下,げたのである
げたのである,。
。,商人
商人,が
が,頭
頭,ばかり
ばかり,下
下,げて
げて,、
、,狡
狡,（
（,ずる
ずる,）
）,い
い,事
事,をやめないのと
をやめないのと,一般
一般,で
で,生徒
生徒,も
も,謝罪
謝罪,だけはするが
だけはするが,、
、,いたずらは
いたずらは,決
決,してやめるものでない
してやめるものでない,。
。,よく
よく,考
考,えてみると
えてみると,世
世,の
の,中
中,はみんなこの
はみんなこの,生徒
生徒,のようなものから
のようなものから,成立
成立,しているかも
しているかも,知
知,れない
れない,。
。,人
人,があやまったり
があやまったり,詫
詫,（
（,わ
わ,）
）,びたりするのを
びたりするのを,、
、,真面目
真面目,（
（,まじめ
まじめ,）
）,に
に,受
受,けて
けて,勘弁
勘弁,するのは
するのは,正直過
正直過,ぎる
ぎる,馬鹿
馬鹿,（
（,ばか
ばか,）
）,と
と,云
云,うんだろう
うんだろう,。
。,あやまるのも
あやまるのも,仮
仮,りにあやまるので
りにあやまるので,、
、,勘弁
勘弁,するのも
するのも,仮
仮,りに
りに,勘弁
勘弁,するのだと
するのだと,思
思,ってれば
ってれば,差
差,（
（,さ
さ,）
）,し
し,支
支,（
（,つか
つか,）
）,えない
えない,。
。,もし
もし,本当
本当,にあやまらせる
にあやまらせる,気
気,なら
なら,、
、,本当
本当,に
に,後悔
後悔,するまで
するまで,叩
叩,（
（,たた
たた,）
）,きつけなくてはいけない
きつけなくてはいけない,。
。,おれが
おれが,組
組,と
と,組
組,の
の,間
間,にはいって
にはいって,行
行,くと
くと,、
、,天麩羅
天麩羅,（
（,てんぷら
てんぷら,）
）,だの
だの,、
、,団子
団子,（
（,だんご
だんご,）
）,だの
だの,、
、,と
と,云
云,う
う,声
声,が
が,絶
絶,えずする
えずする,。
。,しかも
しかも,大勢
大勢,だから
だから,、
、,誰
誰,（
（,だれ
だれ,）
）,が
が,云
云,うのだか
うのだか,分
分,らない
らない,。
。,よし
よし,分
分,ってもおれの
ってもおれの,事
事,を
を,天麩羅
天麩羅,と
と,云
云,ったんじゃありません
ったんじゃありません,、
、,団子
団子,と
と,申
申,したのじゃありません
したのじゃありません,、
、,それは
それは,先生
先生,が
が,神経衰弱
神経衰弱,（
（,しんけいすいじゃく
しんけいすいじゃく,）
）,だから
だから,、
、,ひがんで
ひがんで,、
、,そう
そう,聞
聞,くんだぐらい
くんだぐらい,云
云,うに
うに,極
極,（
（,き
き,）
）,まってる
まってる,。
。,こんな
こんな,卑劣
卑劣,（
（,ひれつ
ひれつ,）
）,な
な,根性
根性,は
は,封建時代
封建時代,から
から,、
、,養成
養成,したこの
したこの,土地
土地,の
の,習慣
習慣,なんだから
なんだから,、
、,いくら
いくら,云
云,って
って,聞
聞,かしたって
かしたって,、
、,教
教,えてやったって
えてやったって,、
、,到底
到底,（
（,とうてい
とうてい,）
）,直
直,りっこない
りっこない,。
。,こんな
こんな,土地
土地,に
に,一年
一年,も
も,居
居,ると
ると,、
、,潔白
潔白,なおれも
なおれも,、
、,この
この,真似
真似,（
（,まね
まね,）
）,をしなければならなく
をしなければならなく,、
、,なるかも
なるかも,知
知,れない
れない,。
。,向
向,（
（,むこ
むこ,）
）,うでうまく
うでうまく,言
言,い
い,抜
抜,（
（,ぬ
ぬ,）
）,けられるような
けられるような,手段
手段,で
で,、
、,おれの
おれの,顔
顔,を
を,汚
汚,（
（,よご
よご,）
）,すのを
すのを,抛
抛,（
（,ほう
ほう,）
）,っておく
っておく,、
、,樗蒲一
樗蒲一,（
（,ちょぼいち
ちょぼいち,）
）,はない
はない,。
。,向
向,こうが
こうが,人
人,ならおれも
ならおれも,人
人,だ
だ,。
。,生徒
生徒,だって
だって,、
、,子供
子供,だって
だって,、
、,ずう
ずう,体
体,はおれより
はおれより,大
大,きいや
きいや,。
。,だから
だから,刑罰
刑罰,（
（,けいばつ
けいばつ,）
）,として
として,何
何,か
か,返報
返報,をしてやらなくっては
をしてやらなくっては,義理
義理,がわるい
がわるい,。
。,ところがこっちから
ところがこっちから,返報
返報,をする
をする,時分
時分,に
に,尋常
尋常,（
（,じんじょう
じんじょう,）
）,の
の,手段
手段,で
で,行
行,くと
くと,、
、,向
向,うから
うから,逆捩
逆捩,（
（,さかねじ
さかねじ,）
）,を
を,食
食,わして
わして,来
来,る
る,。
。,貴様
貴様,がわるいからだと
がわるいからだと,云
云,うと
うと,、
、,初手
初手,から
から,逃
逃,（
（,に
に,）
）,げ
げ,路
路,（
（,みち
みち,）
）,が
が,作
作,ってある
ってある,事
事,だから
だから,滔
滔,々（
々（,とうとう
とうとう,）
）,と
と,弁
弁,じ
じ,立
立,てる
てる,。
。,弁
弁,じ
じ,立
立,てておいて
てておいて,、
、,自分
自分,の
